Index,Label,Prediction,Reward,Correct
0,5,5,0,1
20,0,0,0,1
40,4,4,0,1
60,1,1,0,1
80,9,9,0,1
100,2,7,-120.298,0
120,1,1,0,1
140,3,3,0,1
160,1,1,0,1
180,4,4,0,1
200,3,3,0,1
220,5,1,-145.798,0
240,3,8,-31.483,0
260,6,6,0,1
280,1,1,0,1
300,7,7,0,1
320,2,2,0,1
340,8,1,-11.1724,0
360,6,6,0,1
380,9,7,-71.5106,0
400,4,4,0,1
420,0,0,0,1
440,9,9,-0.0289504,1
460,1,1,0,1
480,1,6,-217.868,0
500,2,2,0,1
520,4,9,-71.966,0
540,3,3,0,1
560,2,7,-124.655,0
580,7,1,-132.455,0
600,3,1,-145.126,0
620,8,1,-273.07,0
640,6,6,0,1
660,9,7,-171.6,0
680,0,8,-344.949,0
700,5,1,-82.3873,0
720,6,6,0,1
740,0,0,0,1
760,7,7,0,1
780,6,6,0,1
800,1,1,0,1
820,8,8,0,1
840,7,7,0,1
860,9,7,-40.3293,0
880,3,1,-70.9915,0
900,9,9,0,1
920,8,8,0,1
940,5,4,-73.3277,0
960,9,8,-153.006,0
980,3,3,0,1
1000,3,8,-12.5957,0
1020,0,0,0,1
1040,7,7,0,1
1060,4,1,-323.817,0
1080,9,7,-235.302,0
1100,8,8,0,1
1120,0,0,0,1
1140,9,9,0,1
1160,4,4,0,1
1180,1,1,0,1
1200,4,0,-590.217,0
1220,4,1,-138.183,0
1240,6,6,0,1
1260,0,0,0,1
1280,4,2,-66.0213,0
1300,5,1,-216.519,0
1320,6,6,0,1
1340,1,1,0,1
1360,0,0,0,1
1380,0,8,-275.357,0
1400,1,1,0,1
1420,7,7,0,1
1440,1,1,0,1
1460,6,6,0,1
1480,3,8,-1.36032,0
1500,0,8,-117.062,0
1520,2,2,0,1
1540,1,1,0,1
1560,1,1,0,1
1580,7,7,0,1
1600,9,2,-241.345,0
1620,0,8,-280.709,0
1640,2,2,0,1
1660,6,6,0,1
1680,7,7,0,1
1700,8,8,0,1
1720,3,8,-127.479,0
1740,9,7,-66.3617,0
1760,0,0,0,1
1780,4,4,0,1
1800,6,6,0,1
1820,7,7,0,1
1840,4,4,0,1
1860,6,6,0,1
1880,8,8,0,1
1900,0,8,-250.226,0
1920,7,7,0,1
1940,8,8,0,1
1960,3,3,0,1
1980,1,1,0,1
2000,5,7,-59.3363,0
2020,7,7,0,1
2040,1,1,0,1
2060,7,7,0,1
2080,1,1,0,1
2100,1,1,0,1
2120,6,6,0,1
2140,3,3,0,1
2160,0,0,0,1
2180,2,6,-96.634,0
2200,9,4,-59.8128,0
2220,3,3,-1.12911e-05,1
2240,1,1,0,1
2260,1,1,0,1
2280,0,0,0,1
2300,4,4,-2.3241e-11,1
2320,9,9,0,1
2340,2,2,0,1
2360,0,0,0,1
2380,0,0,0,1
2400,2,7,-432.038,0
2420,0,0,0,1
2440,2,6,-125.847,0
2460,7,7,0,1
2480,1,1,0,1
2500,8,8,0,1
2520,6,6,0,1
2540,4,6,-87.3149,0
2560,1,1,0,1
2580,6,6,0,1
2600,3,3,0,1
2620,4,4,0,1
2640,5,1,-99.5326,0
2660,9,9,0,1
2680,1,2,-155.27,0
2700,3,3,0,1
2720,3,1,-21.5106,0
2740,8,1,-124.911,0
2760,5,5,-0.0217549,1
2780,4,4,-0.020596,1
2800,7,7,0,1
2820,7,1,-110.509,0
2840,4,4,0,1
2860,2,7,-541.536,0
2880,8,8,0,1
2900,5,7,-119.898,0
2920,8,8,0,1
2940,6,6,0,1
2960,7,7,0,1
2980,3,3,0,1
3000,4,1,-236.5,0
3020,6,6,0,1
3040,1,1,0,1
3060,9,9,0,1
3080,9,7,-364.038,0
3100,6,6,0,1
3120,0,0,0,1
3140,3,3,0,1
3160,7,7,0,1
3180,2,2,0,1
3200,8,1,-231.077,0
3220,2,3,-5.51467,0
3240,9,9,0,1
3260,4,1,-5.86879,0
3280,4,4,0,1
3300,6,6,0,1
3320,4,9,-7.40486,0
3340,9,9,0,1
3360,7,1,-116.289,0
3380,0,8,-351.077,0
3400,9,7,-7.87272,0
3420,2,2,0,1
3440,9,7,-306.974,0
3460,5,1,-229.898,0
3480,1,1,0,1
3500,5,2,-147.343,0
3520,9,1,-19.7021,0
3540,1,1,0,1
3560,2,4,-165.072,0
3580,3,3,-2.88658e-15,1
3600,2,1,-256.009,0
3620,3,7,-287.391,0
3640,5,8,-115.862,0
3660,9,7,-78.1872,0
3680,1,1,0,1
3700,7,7,0,1
3720,6,2,-121.111,0
3740,2,2,0,1
3760,8,2,-70.5511,0
3780,2,7,-335.191,0
3800,2,6,-581.519,0
3820,5,4,-94.9618,0
3840,0,0,-0.00358291,1
3860,7,7,0,1
3880,4,4,0,1
3900,9,7,-38.1106,0
3920,7,7,0,1
3940,8,1,-147.94,0
3960,3,2,-190.796,0
3980,2,7,-257.536,0
4000,1,1,0,1
4020,1,1,0,1
4040,8,9,-8.31728,0
