Index,Label,Prediction,Reward,Correct
0,5,5,-3.06322e-10,1
20,0,0,0,1
40,4,4,0,1
60,1,1,0,1
80,9,9,-7.56867e-06,1
100,2,9,-123.804,0
120,1,1,0,1
140,3,3,0,1
160,1,1,0,1
180,4,4,0,1
200,3,3,0,1
220,5,1,-120.574,0
240,3,3,0,1
260,6,6,0,1
280,1,1,0,1
300,7,7,0,1
320,2,2,0,1
340,8,9,-166.774,0
360,6,6,0,1
380,9,9,0,1
400,4,4,0,1
420,0,0,0,1
440,9,9,0,1
460,1,1,0,1
480,1,6,-183.345,0
500,2,3,-62.4723,0
520,4,7,-63.1775,0
540,3,3,0,1
560,2,7,-55,0
580,7,7,0,1
600,3,3,0,1
620,8,3,-283.04,0
640,6,6,0,1
660,9,7,-12.3532,0
680,0,5,-71.2894,0
700,5,1,-24.4494,0
720,6,6,0,1
740,0,6,-18.8596,0
760,7,7,0,1
780,6,9,-94.6723,0
800,1,1,0,1
820,8,3,-14.1702,0
840,7,7,0,1
860,9,9,0,1
880,3,3,0,1
900,9,4,-5.3198,0
920,8,7,-29.3191,0
940,5,4,-150.757,0
960,9,3,-201.583,0
980,3,3,0,1
1000,3,3,0,1
1020,0,0,0,1
1040,7,7,0,1
1060,4,1,-219.443,0
1080,9,7,-116.923,0
1100,8,7,-149.071,0
1120,0,0,0,1
1140,9,9,0,1
1160,4,4,0,1
1180,1,1,0,1
1200,4,0,-388.332,0
1220,4,6,-11.9731,0
1240,6,6,0,1
1260,0,0,0,1
1280,4,0,-76.3149,0
1300,5,1,-103.596,0
1320,6,6,0,1
1340,1,1,0,1
1360,0,0,0,1
1380,0,8,-209.072,0
1400,1,5,-51.2064,0
1420,7,7,0,1
1440,1,1,0,1
1460,6,6,0,1
1480,3,3,0,1
1500,0,0,-0.0376856,1
1520,2,3,-147.634,0
1540,1,1,0,1
1560,1,1,0,1
1580,7,7,0,1
1600,9,3,-220.506,0
1620,0,5,-150.694,0
1640,2,2,0,1
1660,6,6,0,1
1680,7,7,0,1
1700,8,3,-275.783,0
1720,3,5,-75.1745,0
1740,9,7,-60.3191,0
1760,0,0,0,1
1780,4,4,0,1
1800,6,6,0,1
1820,7,7,0,1
1840,4,4,0,1
1860,6,6,0,1
1880,8,1,-195.285,0
1900,0,6,-123.881,0
1920,7,7,0,1
1940,8,8,0,1
1960,3,3,0,1
1980,1,1,0,1
2000,5,9,-64.0723,0
2020,7,7,0,1
2040,1,1,0,1
2060,7,7,0,1
2080,1,5,-34.0745,0
2100,1,1,0,1
2120,6,3,-36.4213,0
2140,3,3,0,1
2160,0,0,0,1
2180,2,5,-127.366,0
2200,9,4,-220.043,0
2220,3,3,0,1
2240,1,1,0,1
2260,1,1,0,1
2280,0,7,-112.579,0
2300,4,4,0,1
2320,9,4,-25.7106,0
2340,2,3,-90.2468,0
2360,0,0,0,1
2380,0,0,0,1
2400,2,7,-254.43,0
2420,0,0,0,1
2440,2,1,-44.9809,0
2460,7,7,0,1
2480,1,1,0,1
2500,8,3,-88.5936,0
2520,6,6,0,1
2540,4,6,-27.4979,0
2560,1,1,0,1
2580,6,6,0,1
2600,3,3,0,1
2620,4,4,0,1
2640,5,2,-11.3004,0
2660,9,9,0,1
2680,1,3,-290.362,0
2700,3,3,0,1
2720,3,3,0,1
2740,8,1,-295.223,0
2760,5,5,0,1
2780,4,4,0,1
2800,7,7,-0.00109438,1
2820,7,7,0,1
2840,4,4,0,1
2860,2,7,-326.553,0
2880,8,8,-1.81633e-07,1
2900,5,4,-200.8,0
2920,8,2,-197.447,0
2940,6,6,0,1
2960,7,2,-89.8085,0
2980,3,3,0,1
3000,4,4,0,1
3020,6,6,0,1
3040,1,1,0,1
3060,9,9,0,1
3080,9,7,-356.834,0
3100,6,6,0,1
3120,0,0,0,1
3140,3,3,0,1
3160,7,7,0,1
3180,2,2,0,1
3200,8,3,-388.728,0
3220,2,2,-1.44329e-14,1
3240,9,7,-16.2511,0
3260,4,4,0,1
3280,4,4,0,1
3300,6,6,0,1
3320,4,4,0,1
3340,9,7,-32.9362,0
3360,7,3,-169.264,0
3380,0,6,-203.602,0
3400,9,7,-111.145,0
3420,2,2,0,1
3440,9,7,-486.37,0
3460,5,1,-112.723,0
3480,1,1,0,1
