Index,Label,Prediction,Reward,Correct
0,5,3,-125.387,0
20,0,0,0,1
40,4,4,0,1
60,1,1,0,1
80,9,9,0,1
100,2,9,-10.7448,0
120,1,1,0,1
140,3,3,0,1
160,1,1,0,1
180,4,4,0,1
200,3,3,0,1
220,5,1,-35.5051,0
240,3,3,0,1
260,6,6,0,1
280,1,1,0,1
300,7,9,-60.6179,0
320,2,3,-31.9106,0
340,8,8,0,1
360,6,6,0,1
380,9,7,-18.3064,0
400,4,4,0,1
420,0,0,0,1
440,9,4,-6.04917,0
460,1,1,0,1
480,1,2,-34.6247,0
500,2,3,-157.417,0
520,4,9,-71.5723,0
540,3,3,0,1
560,2,2,0,1
580,7,9,-72.6072,0
600,3,1,-104.782,0
620,8,8,-1.90243e-05,1
640,6,6,0,1
660,9,9,-2.41791e-11,1
680,0,6,-33.1064,0
700,5,1,-26.2881,0
720,6,2,-31.0919,0
740,0,0,0,1
760,7,4,-11.3392,0
780,6,6,0,1
800,1,1,0,1
820,8,8,0,1
840,7,7,0,1
860,9,9,-5.94413e-13,1
880,3,1,-43.8111,0
900,9,9,0,1
920,8,7,-9.23584,0
940,5,5,0,1
960,9,3,-106.345,0
980,3,3,0,1
1000,3,3,-0.00061899,1
1020,0,0,0,1
1040,7,7,0,1
1060,4,1,-126.437,0
1080,9,7,-22.214,0
1100,8,9,-3.25631,0
1120,0,0,0,1
1140,9,9,0,1
1160,4,9,-83.366,0
1180,1,1,0,1
1200,4,0,-406.485,0
1220,4,4,-0.00105418,1
1240,6,6,0,1
1260,0,0,0,1
1280,4,0,-150.338,0
1300,5,1,-78.3166,0
1320,6,6,0,1
1340,1,1,0,1
1360,0,0,0,1
1380,0,0,-5.06962e-09,1
1400,1,1,-1.465e-05,1
1420,7,9,-3.25181,0
1440,1,1,0,1
1460,6,6,0,1
1480,3,3,0,1
1500,0,0,0,1
1520,2,3,-108.038,0
1540,1,1,0,1
1560,1,1,0,1
1580,7,9,-116.964,0
1600,9,3,-87.134,0
1620,0,0,0,1
1640,2,2,-6.51479e-13,1
1660,6,6,0,1
1680,7,7,-4.49032e-07,1
1700,8,8,-4.78002e-06,1
1720,3,3,0,1
1740,9,9,0,1
1760,0,0,0,1
1780,4,4,0,1
1800,6,6,0,1
1820,7,7,-4.59632e-14,1
1840,4,4,-2.22045e-16,1
1860,6,6,0,1
1880,8,8,0,1
1900,0,0,0,1
1920,7,7,-1.33227e-15,1
1940,8,8,0,1
1960,3,3,0,1
1980,1,1,0,1
2000,5,7,-38.6498,0
2020,7,9,-30.0638,0
2040,1,1,0,1
2060,7,7,0,1
2080,1,1,0,1
2100,1,1,0,1
2120,6,6,0,1
2140,3,3,0,1
2160,0,0,0,1
2180,2,7,-26.615,0
2200,9,9,0,1
2220,3,3,0,1
2240,1,1,0,1
2260,1,1,0,1
2280,0,0,0,1
2300,4,9,-98.5447,0
2320,9,9,0,1
2340,2,2,0,1
2360,0,0,0,1
2380,0,0,0,1
2400,2,2,-7.31082e-12,1
2420,0,0,0,1
2440,2,2,0,1
2460,7,7,0,1
2480,1,1,0,1
2500,8,1,-20.5072,0
2520,6,6,0,1
2540,4,4,0,1
