Index,Label,Prediction,Reward,Correct
880000,5,0,-14.8043,0
880020,0,0,-0.034149,1
880040,4,2,-3.92968,0
880060,1,1,-0.00123532,1
880080,9,4,-3.43759,0
880100,2,8,-7.01213,0
880120,1,1,-0.651975,1
880140,3,5,-6.23742,0
880160,1,4,-4.79719,0
880180,4,5,-2.80726,0
880200,3,5,-5.74034,0
880220,5,1,-3.09731,0
880240,3,0,-5.58321,0
880260,6,7,-1.61453,0
880280,1,4,-4.29074,0
880300,7,4,-4.22125,0
880320,2,4,-4.5115,0
880340,8,1,-4.35129,0
880360,6,3,-2.17353,0
880380,9,7,-2.93911,0
884000,4,9,-5.1256,0
884020,0,1,-1.98858,0
884040,9,0,-6.00225,0
884060,1,1,-0.00268906,1
884080,1,1,-0.00436611,1
884100,2,1,-12.6997,0
884120,4,4,-0.072293,1
884140,3,1,-4.0506,0
884160,2,1,-6.15577,0
884180,7,1,-10.6812,0
884200,3,7,-7.6772,0
884220,8,1,-12.498,0
884240,6,3,-5.23501,0
884260,9,1,-7.00352,0
884280,0,5,-10.9369,0
884300,5,7,-5.10136,0
884320,6,7,-4.92605,0
884340,0,5,-5.57076,0
884360,7,4,-3.16446,0
884380,6,9,-4.64542,0
888000,1,1,-0.0616466,1
888020,8,1,-5.68143,0
888040,7,1,-4.71997,0
888060,9,2,-7.25308,0
888080,3,0,-5.22762,0
888100,9,8,-4.61423,0
888120,8,1,-4.54663,0
888140,5,8,-9.25283,0
888160,9,4,-5.47456,0
888180,3,1,-6.63713,0
888200,3,1,-6.48347,0
888220,0,3,-3.72277,0
888240,7,7,-0.0918762,1
888260,4,1,-12.1259,0
888280,9,8,-7.22925,0
888300,8,1,-12.3618,0
888320,0,0,-0.0723354,1
888340,9,4,-5.38877,0
888360,4,4,-0.0551913,1
888380,1,1,-0.00796298,1
892000,4,4,-0.0670565,1
892020,4,1,-5.46241,0
892040,6,5,-4.74252,0
892060,0,5,-5.95398,0
892080,4,4,-0.0108829,1
892100,5,1,-8.53669,0
892120,6,0,-7.47815,0
892140,1,0,-1.89983,0
892160,0,0,-0.000230332,1
892180,0,4,-4.07365,0
892200,1,3,-6.21568,0
892220,7,1,-5.90618,0
892240,1,4,-2.52649,0
892260,6,3,-4.70884,0
892280,3,0,-5.73766,0
892300,0,0,-0.683414,1
892320,2,0,-5.84247,0
892340,1,1,-0.115875,1
892360,1,1,-0.186016,1
892380,7,1,-7.07785,0
896000,9,4,-1.16849,0
896020,0,9,-6.53207,0
896040,2,2,-0.823483,1
896060,6,8,-5.93801,0
896080,7,6,-2.74073,0
896100,8,9,-5.57856,0
896120,3,7,-6.03635,0
896140,9,8,-10.2001,0
896160,0,0,-0.128484,1
896180,4,4,-0.0222903,1
896200,6,3,-7.35056,0
896220,7,8,-5.78317,0
896240,4,8,-2.80372,0
896260,6,0,-3.61159,0
896280,8,1,-8.3614,0
896300,0,8,-4.29972,0
896320,7,2,-3.66273,0
896340,8,4,-5.59409,0
896360,3,7,-5.90486,0
896380,1,1,-0.0489009,1
900000,5,6,-9.72027,0
900020,7,7,-0.00130477,1
900040,1,4,-5.02562,0
900060,7,7,-0.730164,1
900080,1,5,-5.90255,0
900100,1,1,-0.0225402,1
900120,6,0,-2.01428,0
900140,3,1,-4.82391,0
900160,0,0,-0.0693715,1
900180,2,7,-1.07413,0
900200,9,9,-1.0951,1
900220,3,0,-7.97485,0
900240,1,1,-0.375285,1
900260,1,1,-5.01008e-05,1
900280,0,3,-6.20584,0
900300,4,4,-0.00502472,1
900320,9,9,-1.31611,1
900340,2,0,-13.5534,0
900360,0,6,-2.45479,0
900380,0,0,-0.960713,1
904000,2,5,-2.79822,0
904020,0,0,-0.0158348,1
904040,2,1,-5.34108,0
904060,7,4,-4.07818,0
904080,1,4,-1.90691,0
904100,8,4,-11.0286,0
904120,6,6,-0.0736433,1
904140,4,5,-2.15034,0
904160,1,1,-0.0418409,1
904180,6,0,-2.75293,0
904200,3,9,-2.71364,0
904220,4,2,-7.2507,0
904240,5,4,-4.03154,0
904260,9,2,-1.79306,0
904280,1,4,-9.70341,0
904300,3,1,-3.27414,0
904320,3,8,-5.44888,0
904340,8,1,-8.2174,0
904360,5,1,-7.09207,0
904380,4,4,-0.0031434,1
908000,7,6,-1.31359,0
908020,7,7,-0.230443,1
908040,4,4,-0.389714,1
908060,2,6,-5.29575,0
908080,8,1,-9.05456,0
908100,5,1,-4.65868,0
908120,8,1,-0.991534,0
908140,6,7,-8.79165,0
908160,7,7,-0.199905,1
908180,3,8,-1.86798,0
908200,4,1,-9.34521,0
908220,6,5,-1.45428,0
908240,1,0,-2.77038,0
908260,9,3,-2.82858,0
908280,9,4,-4.24396,0
908300,6,7,-3.23349,0
908320,0,1,-2.36719,0
